Vehicle_Type,Vehicle_Age,Odometer,Maintenance_Count,Repair_Type,Severity,Parts_Available,Technician_Experience,Workshop_Load,Repair_Time_Hours
Van,3,142802,3,Oil Change,High,1,11,6,26.36
Van,12,313345,20,Battery Replacement,Medium,1,15,7,29.75
Mini Truck,7,184258,6,Electrical Repair,High,0,11,9,70.2
Bus,9,303694,5,Clutch Repair,Low,1,2,8,41.77
Van,12,435608,17,Tyre Replacement,High,1,11,2,44.66
Van,6,208544,11,Transmission Repair,Medium,1,6,5,70.63
Bus,8,230875,15,Oil Change,High,0,8,4,69.47
Truck,11,475104,16,Transmission Repair,Medium,0,14,3,87.09
Van,6,257267,9,Battery Replacement,Low,1,14,3,8.77
Truck,8,287196,5,Electrical Repair,High,0,1,8,67.66
Van,3,95766,7,Brake Repair,Low,1,11,7,18.33
Mini Truck,7,300147,12,Oil Change,Low,0,12,6,31.54
Bus,9,274958,0,Oil Change,High,0,4,6,53.01
Van,2,75136,8,Transmission Repair,Low,0,14,1,70.87
Bus,8,390796,16,Clutch Repair,Medium,1,15,3,37.6
Bus,8,294175,6,Tyre Replacement,Medium,0,4,4,42.28
Van,12,311488,18,Clutch Repair,Low,0,6,1,63.35
Bus,9,388351,1,Oil Change,High,0,11,1,39.6
Truck,7,291474,12,Brake Repair,High,1,8,3,38.19
Van,12,304878,9,Suspension Repair,High,0,11,9,72.33
Van,7,202502,3,Transmission Repair,Low,0,8,4,77.0
Bus,9,277867,11,Suspension Repair,Medium,0,1,9,73.69
Van,12,552006,10,Engine Repair,Low,0,11,2,67.35
Mini Truck,3,86807,8,Brake Repair,High,0,15,5,51.78
Mini Truck,5,159619,7,Oil Change,Low,0,14,1,26.74
Bus,11,438948,13,Brake Repair,Low,0,1,3,44.6
Bus,6,264744,9,Transmission Repair,High,0,6,6,100.13
Truck,7,279923,14,Transmission Repair,Medium,1,13,7,71.23
Van,2,58684,0,Tyre Replacement,Low,1,15,10,11.08
Mini Truck,10,427836,14,Tyre Replacement,High,1,13,6,40.48
Truck,11,343501,15,Battery Replacement,Low,1,8,1,23.76
Truck,5,210848,5,Oil Change,High,0,11,6,60.08
Truck,7,348464,7,Battery Replacement,Medium,1,3,9,29.69
Truck,1,46082,2,Clutch Repair,Medium,1,14,3,24.99
Truck,8,284052,7,Electrical Repair,Medium,0,9,4,57.12
Mini Truck,7,236603,2,Battery Replacement,Medium,1,2,8,26.12
Mini Truck,6,181118,7,Oil Change,Low,1,7,1,11.84
Truck,2,89597,9,Transmission Repair,High,0,11,8,102.51
Bus,1,32304,7,Electrical Repair,High,1,12,6,32.56
Mini Truck,2,56385,10,Engine Repair,Low,1,6,5,46.11
Bus,12,355743,1,Tyre Replacement,Medium,0,14,7,40.61
Bus,10,301359,6,Brake Repair,Medium,0,8,4,45.41
Truck,7,187189,3,Battery Replacement,Medium,0,8,1,40.04
Truck,9,338458,15,Clutch Repair,Low,0,12,3,52.92
Mini Truck,11,443738,16,Suspension Repair,Medium,0,5,7,71.63
Bus,8,234962,4,Suspension Repair,High,1,14,9,46.35
Bus,12,590236,20,Engine Repair,Low,0,10,5,88.16
Van,12,393225,16,Clutch Repair,High,1,12,2,55.95
Bus,9,350926,13,Clutch Repair,Medium,1,13,1,43.47
Truck,1,37480,2,Oil Change,High,0,4,5,46.31
Bus,11,406366,4,Oil Change,High,1,4,9,44.71
Truck,6,268644,1,Clutch Repair,Low,1,4,9,34.18
Bus,12,324630,12,Suspension Repair,Medium,1,9,1,31.33
Truck,12,431775,6,Battery Replacement,Low,1,13,10,27.12
Van,12,401448,9,Battery Replacement,Low,0,3,3,49.3
Truck,7,185652,13,Transmission Repair,High,1,3,3,79.81
Bus,1,35831,7,Tyre Replacement,Low,0,15,6,21.17
Bus,8,350123,11,Brake Repair,High,1,9,4,38.84
Van,9,242872,16,Tyre Replacement,Medium,1,2,6,37.0
Van,4,186944,5,Electrical Repair,Medium,1,4,10,34.73
Mini Truck,9,440924,0,Brake Repair,High,1,8,4,37.59
Van,1,47365,5,Suspension Repair,Low,1,5,9,28.43
Bus,1,41936,5,Clutch Repair,High,1,8,1,37.97
Bus,11,375931,10,Clutch Repair,Low,0,3,9,73.34
Truck,11,309326,6,Engine Repair,High,1,14,2,68.94
Van,9,442251,13,Brake Repair,High,0,1,8,75.2
Truck,2,54800,0,Tyre Replacement,Medium,0,10,4,30.27
Mini Truck,7,293259,12,Suspension Repair,Medium,0,7,2,60.95
Truck,11,308154,18,Oil Change,High,0,6,9,63.43
Bus,11,432994,19,Brake Repair,Medium,1,7,7,38.16
Truck,8,240979,7,Tyre Replacement,High,1,13,9,41.66
Bus,11,350537,9,Electrical Repair,Low,0,2,1,41.12
Mini Truck,9,368530,2,Transmission Repair,Low,1,4,7,64.59
Van,3,99116,3,Transmission Repair,Low,0,3,10,78.82
Mini Truck,11,313348,9,Brake Repair,Medium,0,4,10,65.53
Bus,6,183610,10,Engine Repair,Low,1,10,2,45.26
Van,6,277365,7,Electrical Repair,High,1,12,10,44.09
Van,10,398599,11,Electrical Repair,Medium,0,1,6,56.16
Van,12,528654,8,Electrical Repair,Low,1,15,8,31.38
Mini Truck,8,294041,9,Battery Replacement,High,0,3,10,57.98
Bus,3,145597,3,Transmission Repair,High,0,12,2,81.7
Truck,10,401755,12,Engine Repair,Low,1,9,9,62.02
Mini Truck,11,352926,11,Suspension Repair,Low,1,3,8,38.55
Truck,7,270385,0,Engine Repair,High,0,13,9,82.99
Mini Truck,3,98480,9,Tyre Replacement,High,1,6,1,26.63
Van,8,260751,2,Transmission Repair,Medium,0,1,4,98.32
Bus,7,298122,14,Oil Change,Low,1,2,9,29.48
Bus,12,438053,18,Clutch Repair,High,0,7,7,86.33
Truck,9,290951,12,Engine Repair,High,1,6,6,75.71
Mini Truck,8,358390,0,Clutch Repair,Low,1,3,4,33.49
Truck,9,393683,8,Engine Repair,Low,0,3,6,69.4
Van,7,261566,3,Battery Replacement,High,1,8,4,32.8
Van,11,490429,0,Engine Repair,Low,0,10,10,74.38
Van,11,543772,1,Tyre Replacement,Low,0,5,3,48.78
Mini Truck,10,397745,0,Transmission Repair,Low,0,8,10,95.25
Mini Truck,3,103752,6,Tyre Replacement,High,0,10,9,51.53
Van,12,479658,14,Brake Repair,Low,1,7,3,25.24
Truck,1,31630,8,Clutch Repair,High,1,14,3,39.51
Truck,3,137373,9,Oil Change,High,0,2,8,54.39
Truck,11,501228,16,Suspension Repair,Medium,0,12,9,69.9
Van,8,299938,11,Brake Repair,Medium,0,5,8,55.58
Truck,5,203419,8,Suspension Repair,Medium,0,1,1,55.61
Truck,9,226885,12,Engine Repair,High,1,7,6,74.34
Truck,3,130846,10,Transmission Repair,Medium,1,10,6,64.09
Bus,11,483380,6,Suspension Repair,High,1,3,6,51.93
Mini Truck,5,165193,9,Electrical Repair,High,1,12,3,35.35
Truck,12,420466,14,Tyre Replacement,Low,0,9,7,49.58
Truck,3,126000,10,Oil Change,Low,0,8,10,44.69
Truck,2,67241,3,Electrical Repair,Low,0,12,7,42.08
Bus,12,330127,5,Battery Replacement,Medium,0,4,9,53.35
Van,1,44644,8,Clutch Repair,High,0,10,3,55.82
Bus,4,185854,0,Tyre Replacement,Low,1,13,7,9.7
Bus,11,482168,12,Engine Repair,High,0,12,2,86.48
Bus,12,593136,18,Electrical Repair,Medium,1,4,10,52.81
Van,8,305894,0,Transmission Repair,Low,1,9,2,51.52
Truck,9,302136,10,Brake Repair,High,1,15,9,43.33
Bus,12,532138,12,Battery Replacement,Low,1,13,8,29.28
Mini Truck,10,475974,0,Battery Replacement,Low,1,2,7,22.65
Van,11,395549,10,Suspension Repair,Medium,0,12,5,57.2
Bus,2,76144,10,Electrical Repair,Low,0,8,6,41.75
Van,10,320536,5,Engine Repair,Medium,0,4,4,79.48
Van,4,126577,3,Electrical Repair,Low,0,2,2,42.45
Truck,9,236079,15,Electrical Repair,High,1,8,10,55.2
Bus,8,247938,16,Transmission Repair,Medium,0,13,10,95.19
Truck,9,434523,13,Battery Replacement,High,0,9,6,66.92
Van,8,231553,16,Battery Replacement,Medium,0,1,4,52.69
Truck,6,244791,9,Transmission Repair,Low,1,4,5,63.67
Mini Truck,10,339940,11,Tyre Replacement,Medium,1,4,7,32.53
Bus,6,255012,4,Battery Replacement,Low,0,10,4,28.34
Bus,4,172789,6,Suspension Repair,Low,0,13,3,44.79
Truck,3,130249,7,Tyre Replacement,High,1,13,8,33.98
Bus,5,198680,13,Oil Change,Medium,0,12,3,36.74
Van,5,187460,13,Brake Repair,Medium,1,5,6,31.92
Bus,9,371143,8,Electrical Repair,Low,1,2,6,29.26
Van,10,400967,17,Tyre Replacement,Medium,1,6,9,41.21
Mini Truck,12,534320,2,Suspension Repair,High,1,8,3,45.83
Van,11,451888,13,Suspension Repair,Low,0,3,6,53.34
Bus,6,226377,11,Transmission Repair,High,1,5,8,84.95
Bus,12,573120,14,Suspension Repair,Low,0,14,1,42.29
Van,11,406935,2,Engine Repair,Low,1,2,2,50.97
Truck,8,343768,1,Oil Change,Medium,0,2,5,40.07
Truck,11,479391,9,Engine Repair,Low,1,8,3,58.15
Van,9,444812,5,Oil Change,Low,1,14,6,19.0
Mini Truck,8,341710,8,Clutch Repair,Medium,0,12,9,61.28
Mini Truck,11,503053,16,Clutch Repair,Medium,1,8,9,55.99
Van,2,78957,4,Electrical Repair,Medium,1,3,5,19.27
Truck,1,42148,2,Electrical Repair,Medium,1,9,1,14.39
Mini Truck,8,278541,0,Suspension Repair,Medium,0,13,1,53.83
Bus,4,153967,8,Suspension Repair,Medium,0,3,7,55.68
Van,5,135382,6,Engine Repair,High,1,5,9,74.34
Bus,7,224283,2,Tyre Replacement,Low,1,2,8,22.12
Mini Truck,5,216812,9,Battery Replacement,Low,1,1,3,15.34
Truck,9,230801,5,Brake Repair,Medium,1,3,8,34.47
Truck,4,111822,2,Oil Change,Medium,0,6,7,45.56
Mini Truck,6,271552,11,Oil Change,Medium,0,14,3,32.68
Bus,7,193713,15,Tyre Replacement,Low,1,14,7,22.03
Truck,2,96837,3,Suspension Repair,Medium,0,12,1,35.65
Mini Truck,12,349262,16,Engine Repair,Medium,1,11,5,63.49
Bus,3,80529,11,Clutch Repair,High,0,5,8,75.77
Van,6,163654,13,Engine Repair,Low,0,11,7,73.92
Truck,3,111188,9,Brake Repair,Medium,0,1,1,51.06
Mini Truck,12,381260,11,Brake Repair,Low,0,8,2,45.36
Truck,1,36649,2,Clutch Repair,Low,0,8,4,45.12
Bus,8,392201,6,Oil Change,High,1,6,3,35.49
Bus,1,40902,7,Clutch Repair,Medium,1,4,10,42.18
Van,9,316138,10,Battery Replacement,Medium,0,2,9,49.24
Mini Truck,5,232402,4,Clutch Repair,Medium,1,1,9,43.08
Mini Truck,12,397273,0,Electrical Repair,High,0,6,2,66.82
Mini Truck,4,168690,10,Battery Replacement,High,0,10,5,53.5
Mini Truck,11,443833,3,Brake Repair,High,0,1,3,59.99
Truck,4,114031,7,Engine Repair,Low,0,10,7,77.45
Bus,1,37004,3,Brake Repair,Low,0,11,8,26.83
Mini Truck,11,306824,11,Clutch Repair,High,1,14,6,57.31
Truck,10,319681,16,Oil Change,High,0,14,5,56.81
Van,9,250459,3,Engine Repair,High,1,4,4,69.63
Van,10,413925,5,Clutch Repair,High,1,12,2,52.19
Bus,11,515501,13,Brake Repair,Low,0,9,7,58.41
Bus,11,357930,17,Battery Replacement,Medium,1,9,6,30.59
Bus,7,341000,13,Electrical Repair,High,0,10,9,63.65
Mini Truck,9,420186,8,Electrical Repair,Medium,1,7,1,30.89
Truck,5,203087,0,Clutch Repair,Low,1,1,5,31.44
Van,4,141275,0,Transmission Repair,High,0,2,1,97.0
Bus,3,93141,4,Electrical Repair,High,0,4,5,57.79
Truck,10,354804,18,Engine Repair,High,0,12,6,102.3
Van,8,380773,3,Transmission Repair,Low,1,2,1,65.1
Bus,6,263850,6,Brake Repair,Low,0,11,7,34.4
Bus,9,235795,10,Clutch Repair,High,0,6,9,79.08
Van,1,47073,6,Battery Replacement,High,0,4,7,54.22
Mini Truck,3,92326,5,Brake Repair,Medium,0,9,7,44.29
Truck,7,306549,13,Tyre Replacement,Low,1,9,4,20.21
Mini Truck,7,345983,6,Clutch Repair,High,0,4,2,67.48
Mini Truck,6,173486,1,Suspension Repair,Medium,1,6,4,28.78
Bus,6,156345,12,Transmission Repair,Low,1,10,8,70.53
Van,8,211764,7,Engine Repair,High,1,3,2,70.11
Truck,12,328593,7,Tyre Replacement,Medium,0,6,2,49.77
Mini Truck,8,205963,10,Engine Repair,High,0,4,9,104.54
Bus,9,351622,4,Oil Change,Medium,0,5,3,33.64
Bus,4,191295,9,Transmission Repair,Low,1,11,1,54.26
Truck,7,348112,8,Electrical Repair,Low,0,5,7,47.29
Mini Truck,9,411040,3,Electrical Repair,Medium,0,3,4,61.0
Mini Truck,9,411769,0,Oil Change,Low,1,6,8,17.93
Mini Truck,12,382315,0,Electrical Repair,High,1,6,5,46.58
Van,9,297319,1,Transmission Repair,Medium,0,9,5,86.26
Van,6,252982,10,Tyre Replacement,Low,1,9,10,23.88
Van,7,238009,4,Suspension Repair,Medium,1,8,9,34.46
Van,4,185520,2,Clutch Repair,High,0,14,3,58.05
Van,7,213050,5,Electrical Repair,Low,0,3,6,42.48
Truck,6,258538,6,Transmission Repair,Medium,1,3,4,68.53
Truck,3,99215,0,Transmission Repair,High,0,10,4,87.01
Truck,6,170834,11,Battery Replacement,Low,1,12,6,14.42
Van,7,303829,15,Tyre Replacement,Low,0,4,1,43.17
Truck,5,249544,6,Engine Repair,High,0,13,4,80.83
Van,8,361758,15,Electrical Repair,Medium,0,7,7,50.3
Mini Truck,12,464048,12,Clutch Repair,High,0,9,2,78.23
Mini Truck,1,33051,8,Clutch Repair,Medium,0,9,7,62.14
Truck,4,138165,7,Suspension Repair,Medium,1,8,3,26.24
Mini Truck,5,205364,0,Clutch Repair,Low,1,14,8,23.46
Truck,12,562488,3,Tyre Replacement,High,0,7,7,65.92
Mini Truck,1,30861,7,Engine Repair,Medium,0,5,6,68.95
Truck,2,57481,7,Electrical Repair,Low,1,12,9,21.97
Van,7,319269,12,Oil Change,Low,1,10,3,20.39
Van,3,98444,11,Oil Change,Medium,1,5,8,27.54
Bus,11,369736,3,Tyre Replacement,Low,0,10,5,30.96
Mini Truck,8,330716,0,Battery Replacement,Low,0,10,8,41.89
Mini Truck,8,220815,0,Engine Repair,High,1,10,9,75.45
Van,1,31056,2,Oil Change,High,1,1,3,25.73
Truck,11,431469,10,Brake Repair,Low,0,7,3,42.24
Bus,10,423257,18,Clutch Repair,Low,1,12,10,47.38
Bus,1,28051,4,Electrical Repair,Medium,1,14,2,14.48
Mini Truck,9,242019,9,Battery Replacement,Low,0,12,5,39.53
Mini Truck,9,280009,6,Oil Change,Low,0,8,10,44.65
Mini Truck,10,472245,10,Transmission Repair,High,1,15,3,80.53
Mini Truck,9,416151,15,Battery Replacement,Low,0,12,5,40.5
Truck,2,51571,7,Brake Repair,High,0,13,10,61.33
Mini Truck,1,35937,5,Clutch Repair,High,0,1,4,64.03
Bus,2,70170,4,Clutch Repair,High,1,13,1,36.61
Truck,11,449736,10,Suspension Repair,High,0,14,3,64.09
Bus,6,275595,14,Battery Replacement,Low,0,8,3,46.26
Bus,8,308515,1,Clutch Repair,Medium,1,9,9,36.78
Truck,4,175680,10,Electrical Repair,Medium,0,3,5,43.44
Bus,7,339236,5,Suspension Repair,Low,0,14,5,48.88
Truck,5,179246,1,Battery Replacement,Low,1,8,5,7.45
Van,9,304250,5,Brake Repair,Medium,0,13,4,38.06
Mini Truck,9,231536,15,Clutch Repair,Low,0,6,8,70.27
Bus,6,187563,12,Brake Repair,High,0,4,1,59.56
Mini Truck,12,573859,3,Oil Change,Medium,0,11,10,45.88
Bus,8,212095,3,Clutch Repair,High,1,1,10,56.4
Bus,11,385019,10,Engine Repair,Low,1,5,9,66.85
Bus,8,375931,3,Transmission Repair,Low,0,5,2,74.13
Truck,4,171110,5,Clutch Repair,Medium,1,3,5,39.25
Van,3,84337,4,Electrical Repair,High,1,1,3,36.19
Truck,8,377077,1,Brake Repair,Medium,0,2,7,52.71
Van,12,533746,19,Electrical Repair,Medium,1,14,4,36.99
Truck,8,348842,4,Brake Repair,High,1,2,8,46.47
Bus,11,519001,15,Engine Repair,Low,0,14,10,82.45
Bus,7,223064,10,Electrical Repair,Medium,1,1,2,30.46
Mini Truck,2,73032,7,Battery Replacement,Low,1,13,6,9.95
Van,9,251983,12,Brake Repair,Medium,0,13,5,57.27
Mini Truck,7,329805,13,Engine Repair,High,0,9,3,98.12
Mini Truck,2,72329,3,Suspension Repair,Medium,1,9,4,24.31
Van,11,315839,18,Battery Replacement,Low,1,6,9,31.54
Truck,8,246182,9,Suspension Repair,Low,0,11,10,60.28
Bus,8,369080,1,Brake Repair,Low,0,15,10,33.43
Van,11,353232,14,Clutch Repair,Medium,1,10,10,53.56
Mini Truck,4,126956,10,Electrical Repair,Medium,1,15,7,27.76
Bus,2,88189,0,Clutch Repair,Medium,0,14,5,39.76
Bus,9,238927,0,Clutch Repair,Medium,0,14,5,47.14
Van,7,329707,12,Electrical Repair,High,1,7,7,44.69
Mini Truck,9,280369,5,Battery Replacement,Low,0,9,7,44.85
Mini Truck,3,112810,10,Tyre Replacement,Low,0,2,1,27.66
Mini Truck,11,503974,4,Brake Repair,Low,1,14,8,25.59
Mini Truck,10,297132,14,Clutch Repair,Medium,1,7,6,49.07
Van,3,130675,9,Oil Change,High,1,14,4,26.4
Bus,7,318174,11,Oil Change,Low,1,12,6,16.46
Truck,10,376230,2,Tyre Replacement,High,1,8,9,39.15
Truck,9,384926,2,Engine Repair,Medium,0,11,9,92.56
Bus,10,263834,10,Clutch Repair,Low,1,8,9,39.58
Mini Truck,10,442365,10,Suspension Repair,Medium,1,5,3,40.83
Truck,12,459420,18,Transmission Repair,Low,1,10,3,66.93
Truck,11,427962,19,Oil Change,Medium,1,2,3,37.07
Truck,5,158036,2,Transmission Repair,Medium,1,1,2,63.2
Van,10,443715,4,Battery Replacement,Medium,0,5,4,52.44
Van,9,233674,10,Brake Repair,Low,0,14,8,49.25
Mini Truck,4,186594,7,Tyre Replacement,Low,1,1,5,18.46
Truck,1,30491,7,Suspension Repair,Medium,1,8,9,31.03
Van,7,277254,15,Transmission Repair,Low,1,1,5,72.18
Mini Truck,7,257755,1,Brake Repair,High,1,14,7,36.41
Bus,6,220864,4,Brake Repair,Medium,1,8,4,23.31
Van,9,313449,5,Electrical Repair,High,0,11,1,49.01
Truck,7,200611,3,Battery Replacement,Medium,0,12,5,38.69
Van,1,25776,9,Brake Repair,Low,0,10,2,25.77
Truck,10,284054,12,Tyre Replacement,Low,0,5,5,46.92
Truck,11,512735,8,Suspension Repair,High,1,5,3,47.13
Truck,5,226856,0,Suspension Repair,Medium,1,1,5,31.86
Bus,3,132747,1,Battery Replacement,Low,1,3,8,15.77
Truck,3,145861,6,Engine Repair,High,0,15,8,84.89
Truck,1,27389,1,Transmission Repair,Medium,0,15,8,76.01
Truck,1,46777,6,Transmission Repair,Low,1,15,7,56.06
Truck,9,410494,15,Battery Replacement,Medium,1,14,2,22.73
Van,1,37596,7,Brake Repair,High,1,6,5,31.22
Mini Truck,1,45718,1,Electrical Repair,High,1,2,8,37.75
Bus,11,381493,5,Clutch Repair,Low,1,11,4,31.96
Bus,12,504527,3,Electrical Repair,Medium,0,15,8,53.36
Van,1,31327,0,Engine Repair,Medium,1,2,9,50.61
Bus,8,339969,14,Oil Change,Low,1,1,6,28.26
Truck,7,205982,6,Clutch Repair,Medium,0,12,10,62.81
Truck,1,49099,2,Battery Replacement,High,0,8,10,45.6
Van,12,368439,0,Tyre Replacement,High,0,15,5,51.75
Mini Truck,10,294745,18,Brake Repair,Low,0,8,10,58.08
Truck,4,155864,5,Suspension Repair,Medium,0,11,10,64.89
Van,6,205897,12,Oil Change,High,0,6,2,44.38
Bus,3,129415,2,Electrical Repair,High,0,8,4,60.13
Truck,3,88102,10,Suspension Repair,Low,0,15,8,37.43
Truck,1,30879,1,Transmission Repair,Medium,1,12,3,54.76
Van,3,110513,8,Battery Replacement,Medium,0,3,10,41.34
Van,12,562085,19,Brake Repair,High,1,6,7,53.97
Truck,9,286771,6,Brake Repair,High,0,10,6,70.24
Van,8,364223,6,Transmission Repair,Low,0,2,3,89.63
Mini Truck,3,95940,10,Oil Change,Low,1,5,4,12.34
Mini Truck,5,168816,9,Battery Replacement,Low,0,12,1,34.87
Van,3,78809,7,Clutch Repair,Low,0,15,4,48.04
Bus,7,227101,10,Engine Repair,Low,1,4,2,47.17
Van,12,516318,6,Suspension Repair,Low,0,8,10,64.61
Truck,7,212995,6,Battery Replacement,Low,1,6,3,16.34
Mini Truck,12,401793,20,Electrical Repair,Medium,0,6,3,50.22
Truck,5,142891,1,Battery Replacement,Medium,1,3,6,25.79
Van,5,204119,2,Tyre Replacement,High,0,2,7,65.33
Mini Truck,4,177539,7,Battery Replacement,Medium,0,12,7,40.15
Van,6,263835,9,Engine Repair,High,0,15,10,83.22
Mini Truck,1,26312,7,Clutch Repair,Low,1,9,7,29.46
Mini Truck,12,351379,14,Battery Replacement,Low,0,9,1,43.66
Van,3,121976,4,Engine Repair,High,0,1,8,90.86
Van,12,540796,18,Oil Change,Medium,1,13,3,35.83
Mini Truck,3,123551,10,Battery Replacement,High,0,14,2,49.44
Bus,9,233575,9,Suspension Repair,Medium,0,13,2,53.73
Truck,9,401856,11,Oil Change,Low,1,6,8,25.31
Truck,6,246058,2,Clutch Repair,High,0,9,4,61.79
Bus,4,170730,1,Battery Replacement,High,0,13,4,50.95
Bus,5,191003,10,Suspension Repair,Medium,0,2,6,57.66
Mini Truck,8,331452,16,Brake Repair,Medium,1,8,10,43.14
Bus,11,309407,6,Battery Replacement,Low,0,7,3,40.41
Truck,2,60798,4,Brake Repair,High,0,8,3,45.78
Truck,5,179596,10,Clutch Repair,Low,1,6,7,36.76
Mini Truck,12,311262,9,Engine Repair,Low,0,14,4,82.76
Bus,7,326703,10,Electrical Repair,Medium,1,8,5,32.41
Van,5,147509,12,Transmission Repair,Low,1,6,5,60.43
Truck,3,121284,4,Battery Replacement,Low,0,12,9,34.06
Van,3,95117,2,Engine Repair,Low,0,6,10,66.46
Mini Truck,5,173453,2,Engine Repair,High,0,11,6,86.99
Van,6,267552,8,Tyre Replacement,High,1,2,1,34.22
Mini Truck,8,238111,14,Electrical Repair,Low,0,12,9,59.04
Bus,11,429956,15,Transmission Repair,High,0,13,10,117.73
Bus,12,358885,15,Oil Change,Low,0,5,1,46.75
Van,8,293688,2,Electrical Repair,Low,0,10,9,46.26
Bus,4,102955,1,Clutch Repair,Medium,0,9,7,53.35
Mini Truck,6,284101,0,Electrical Repair,Medium,0,12,7,51.1
Mini Truck,6,153195,4,Electrical Repair,Medium,1,8,9,32.5
Truck,4,195401,7,Suspension Repair,Medium,1,3,7,35.47
Mini Truck,3,86282,2,Engine Repair,Medium,1,14,9,52.22
Bus,2,88710,6,Brake Repair,Low,1,11,5,10.27
Mini Truck,3,147851,7,Tyre Replacement,Low,0,14,7,35.74
Mini Truck,1,34895,9,Transmission Repair,Medium,1,4,1,59.76
Truck,3,109429,4,Battery Replacement,Low,1,7,3,9.14
Mini Truck,12,428319,0,Brake Repair,Medium,1,2,10,35.53
Bus,10,375956,18,Suspension Repair,Medium,1,12,2,34.4
Bus,9,417140,0,Transmission Repair,Low,0,3,6,94.08
Van,6,192810,0,Transmission Repair,Medium,1,11,6,64.05
Truck,5,163228,8,Brake Repair,High,0,13,3,48.7
Van,9,309569,10,Transmission Repair,Medium,1,2,9,80.25
Bus,3,76690,2,Clutch Repair,Medium,1,13,8,33.43
Mini Truck,6,192737,1,Engine Repair,Low,0,14,4,73.7
Truck,7,295715,2,Brake Repair,Low,0,8,6,40.13
Bus,3,132925,9,Clutch Repair,Medium,0,12,5,46.12
Truck,4,116870,11,Tyre Replacement,High,0,5,3,49.84
Van,2,77840,1,Brake Repair,Low,1,13,7,11.91
Truck,4,114131,0,Clutch Repair,High,0,8,2,59.12
Truck,2,69768,10,Oil Change,Low,0,15,10,34.74
Van,3,121076,0,Brake Repair,Low,1,10,6,12.45
Bus,3,140619,11,Engine Repair,High,0,2,10,90.02
Van,12,400426,9,Tyre Replacement,High,0,12,2,53.12
Mini Truck,6,198529,7,Brake Repair,Low,1,7,7,22.21
Van,9,284651,13,Brake Repair,Medium,0,8,2,55.07
Van,8,399825,11,Transmission Repair,High,0,2,6,118.79
Truck,7,249347,14,Transmission Repair,High,1,4,9,91.59
Mini Truck,5,237114,6,Engine Repair,Low,1,11,6,50.83
Van,1,47090,7,Brake Repair,Medium,1,9,2,12.8
Truck,3,126748,6,Brake Repair,High,0,2,6,56.2
Bus,4,177982,6,Brake Repair,Low,1,12,8,21.36
Bus,12,443116,20,Suspension Repair,Medium,1,11,10,50.8
Mini Truck,8,334064,8,Tyre Replacement,Medium,0,2,5,57.57
Mini Truck,4,182361,2,Oil Change,Low,0,14,2,30.99
Truck,3,125152,9,Electrical Repair,Low,1,10,10,27.97
Truck,2,93324,8,Battery Replacement,Medium,0,5,8,54.53
Bus,9,315076,17,Clutch Repair,Low,0,7,2,59.93
Mini Truck,6,248654,7,Battery Replacement,Low,0,3,9,43.4
Van,8,312900,4,Transmission Repair,High,1,8,2,79.84
Mini Truck,11,521320,15,Clutch Repair,Low,0,7,5,73.37
Mini Truck,10,427337,11,Transmission Repair,Medium,0,1,10,96.33
Van,6,241455,12,Oil Change,High,1,7,2,32.17
Mini Truck,6,243681,6,Electrical Repair,Low,0,4,4,42.27
Truck,12,334340,9,Brake Repair,Medium,0,1,9,60.05
Truck,8,372429,13,Clutch Repair,Medium,1,1,8,48.79
Truck,6,249021,9,Suspension Repair,Medium,0,13,8,47.98
Van,6,280215,8,Electrical Repair,Low,1,6,7,24.77
Van,8,366577,2,Clutch Repair,Low,1,5,1,28.3
Bus,10,355389,7,Brake Repair,High,0,10,6,63.32
Truck,10,460026,16,Battery Replacement,Medium,0,6,2,52.9
Bus,7,348921,10,Engine Repair,Medium,1,5,10,65.09
Mini Truck,11,369686,0,Clutch Repair,Low,1,4,8,41.27
Bus,11,502396,18,Oil Change,High,0,6,8,66.4
Van,3,114357,6,Suspension Repair,Medium,0,11,4,50.24
Bus,5,209678,2,Transmission Repair,High,0,7,4,91.85
Van,4,103631,3,Transmission Repair,Medium,1,9,7,62.99
Mini Truck,11,294400,6,Tyre Replacement,Medium,0,1,5,50.61
Van,11,297141,15,Oil Change,Low,0,6,10,53.2
Truck,7,270272,2,Suspension Repair,High,0,4,2,71.29
Truck,9,399120,16,Transmission Repair,Medium,0,4,10,100.17
Bus,6,252223,12,Engine Repair,Medium,0,3,2,78.63
Van,5,182602,6,Transmission Repair,High,0,8,9,105.05
Truck,6,293063,6,Battery Replacement,High,0,5,3,54.57
Mini Truck,12,492801,9,Oil Change,High,0,14,1,52.48
Bus,9,325844,9,Electrical Repair,High,0,9,4,67.45
Mini Truck,1,37877,4,Transmission Repair,Low,0,5,4,70.1
Mini Truck,11,441295,13,Oil Change,Medium,0,14,8,61.89
Mini Truck,6,260720,14,Brake Repair,Low,1,9,2,22.25
Bus,7,332841,10,Battery Replacement,High,0,13,1,45.89
Mini Truck,11,346351,0,Suspension Repair,Low,1,6,10,33.2
Truck,2,60343,3,Clutch Repair,High,0,14,10,73.05
Bus,8,325400,4,Transmission Repair,Low,1,13,5,59.85
Van,2,77164,5,Tyre Replacement,Medium,1,14,10,22.54
Van,1,25752,8,Engine Repair,Low,1,4,5,46.36
Van,1,38141,9,Suspension Repair,High,1,3,2,34.05
Bus,3,149349,1,Oil Change,High,1,13,8,32.69
