Vehicle_Type,Fuel_Type,Vehicle_Age,Average_Mileage,Trip_Distance,Max_Capacity,Cargo_Weight,Traffic,Road_Type,AC,Fuel_Required
Mini Truck,Petrol,5,8.08,135,1050,859,Medium,Highway,0,20.6
Truck,Diesel,10,5.34,568,7687,7106,Medium,City,1,167.2
Mini Truck,Petrol,10,8.44,302,1153,352,Medium,Highway,1,45.11
Truck,Petrol,6,5.07,506,3807,3054,Medium,City,0,147.35
Bus,Petrol,5,3.56,909,1,0,Low,Highway,1,282.29
Mini Truck,Petrol,5,8.92,111,3477,2644,Low,City,0,16.07
Mini Truck,Petrol,9,9.47,830,1230,1055,Low,Highway,1,111.39
Mini Truck,Diesel,9,9.52,217,1118,355,Low,Highway,0,27.77
Truck,Petrol,1,5.75,397,6262,2244,Medium,Mixed,1,89.93
Truck,Diesel,4,4.12,911,10308,2909,Medium,Mixed,1,293.54
Bus,Diesel,5,4.5,311,0,0,Low,City,0,81.02
Van,Diesel,4,12.88,295,1887,423,High,City,0,32.5
Truck,Petrol,3,4.94,278,3138,916,High,City,1,84.56
Mini Truck,Petrol,6,7.84,329,1893,955,High,Mixed,1,63.04
Truck,Diesel,9,6.0,325,9131,4631,High,Highway,1,78.07
Truck,Petrol,5,4.92,691,7536,2139,High,Mixed,1,204.55
Van,Diesel,9,13.59,433,616,614,High,City,0,50.95
Truck,Petrol,5,3.78,417,9857,6628,High,Highway,0,153.28
Bus,Diesel,11,4.07,539,1,1,Medium,Highway,0,184.23
Bus,Diesel,8,3.26,989,1,0,High,City,0,440.51
Van,Petrol,4,13.47,827,1128,861,Medium,City,1,91.56
Bus,Petrol,2,3.94,503,0,0,Low,Mixed,0,139.08
Mini Truck,Petrol,7,6.22,225,1617,281,Medium,City,1,48.85
Van,Petrol,12,10.08,360,665,499,High,Highway,1,56.0
Truck,Diesel,8,3.82,802,5762,4720,Low,City,0,289.59
Van,Petrol,11,11.58,412,1378,977,Low,Highway,0,43.13
Bus,Diesel,6,4.51,38,0,0,High,Highway,0,12.65
Van,Petrol,5,9.77,622,1285,1030,Medium,Highway,0,82.54
Truck,Petrol,5,4.37,556,11524,9770,Medium,City,0,186.23
Bus,Petrol,6,4.5,990,0,0,Medium,Highway,0,255.28
Van,Diesel,4,13.4,193,1707,1033,Low,City,0,21.18
Mini Truck,Petrol,9,8.49,697,3432,196,Low,Mixed,0,99.0
Truck,Diesel,7,4.33,278,5024,4483,Medium,Mixed,0,90.27
Van,Diesel,5,11.53,552,706,678,Medium,Mixed,0,68.33
Mini Truck,Diesel,9,8.88,136,1482,578,Low,City,0,20.84
Van,Petrol,9,14.84,322,1233,839,Low,Highway,1,29.04
Van,Petrol,6,10.41,948,526,91,Low,Mixed,1,110.05
Van,Diesel,9,9.45,946,1981,207,Medium,Mixed,0,129.84
Mini Truck,Petrol,5,7.86,915,1408,357,Low,City,1,152.1
Bus,Petrol,12,3.23,29,0,0,Low,Mixed,0,8.66
Bus,Petrol,8,4.91,401,1,0,Medium,Highway,0,94.95
Mini Truck,Petrol,8,7.09,839,2579,1958,Medium,Mixed,0,162.83
Truck,Diesel,12,5.18,446,5611,849,High,City,1,134.62
Van,Petrol,6,12.67,878,1901,1802,High,Highway,1,104.85
Mini Truck,Diesel,7,7.76,690,1259,535,Medium,Highway,0,112.64
Bus,Diesel,7,4.32,513,0,0,Medium,Mixed,1,154.46
Van,Diesel,1,12.86,889,821,517,Medium,City,0,96.89
Truck,Petrol,6,3.72,539,7557,412,Low,Mixed,1,172.19
Mini Truck,Diesel,2,7.84,110,3347,1835,Medium,City,1,17.86
Truck,Petrol,12,4.96,442,4681,3304,Low,Mixed,0,118.19
Truck,Petrol,9,4.69,392,10474,5584,Low,Highway,1,103.77
Bus,Petrol,12,4.31,119,1,0,High,Highway,0,36.96
Bus,Petrol,11,4.93,738,1,1,Low,Highway,0,190.63
Mini Truck,Diesel,12,8.97,280,2676,438,High,Highway,0,42.64
Truck,Petrol,4,4.37,366,6122,5871,Low,City,0,112.56
Truck,Petrol,8,4.98,530,11260,2205,Low,Mixed,0,128.01
Mini Truck,Petrol,9,9.12,612,1725,1416,Low,Mixed,0,88.87
Truck,Petrol,11,4.8,922,8273,8259,Medium,City,0,294.62
Bus,Petrol,6,4.94,161,1,0,Medium,Mixed,1,41.43
Bus,Diesel,4,3.42,963,1,1,High,Highway,0,404.2
Bus,Diesel,6,4.12,918,1,1,Medium,Highway,0,298.5
Truck,Petrol,3,3.16,293,3927,818,Low,City,1,118.67
Van,Diesel,12,13.71,574,917,771,Low,City,1,60.42
Truck,Diesel,12,4.94,543,9371,3892,High,City,0,172.6
Mini Truck,Petrol,7,9.83,585,3806,1280,Low,Highway,1,69.62
Van,Petrol,4,14.47,683,1943,1453,Medium,Mixed,0,62.99
Van,Petrol,8,10.06,211,1898,152,Low,Mixed,0,24.5
Mini Truck,Diesel,7,7.12,184,2082,532,High,City,0,37.16
Bus,Petrol,12,4.87,177,0,0,Medium,Mixed,0,46.58
Bus,Petrol,10,4.1,822,0,0,High,City,0,293.28
Van,Diesel,9,9.96,433,1612,1099,Low,City,0,61.6
Van,Petrol,6,11.16,653,947,770,High,City,0,92.28
Truck,Petrol,8,3.72,718,6994,326,Medium,City,0,257.48
Mini Truck,Petrol,9,8.9,861,1101,1058,Medium,Mixed,1,144.69
Mini Truck,Diesel,5,9.59,546,1788,656,Low,Highway,0,63.41
Truck,Diesel,4,5.01,454,6492,5614,Low,Highway,1,112.61
Truck,Diesel,1,4.38,109,8434,620,Low,Highway,0,26.2
Bus,Diesel,10,4.64,417,1,1,Medium,Mixed,1,136.61
Mini Truck,Petrol,1,7.56,26,1484,1095,High,Mixed,0,4.33
Truck,Diesel,6,5.78,825,4738,2374,High,City,0,216.29
Bus,Petrol,7,3.79,505,0,0,Low,Mixed,0,152.9
Van,Petrol,9,10.77,325,1798,295,High,Mixed,1,41.58
Truck,Diesel,2,3.13,580,9456,8800,Low,City,0,246.03
Bus,Diesel,7,4.81,184,0,0,Low,Highway,1,44.48
Van,Diesel,3,13.03,891,1661,111,High,City,0,98.53
Bus,Diesel,5,3.2,385,1,1,Low,Mixed,0,157.31
Truck,Petrol,10,3.21,517,6170,2603,Medium,City,1,238.41
Van,Petrol,6,14.75,340,845,4,Low,Highway,1,25.98
Bus,Petrol,3,4.36,493,1,1,Medium,City,1,174.44
Mini Truck,Diesel,3,8.58,899,1335,574,Low,Mixed,0,125.76
Bus,Diesel,12,3.15,889,0,0,High,Mixed,0,400.6
Mini Truck,Diesel,1,8.21,503,3226,2210,High,Highway,1,84.83
Mini Truck,Diesel,10,8.93,495,2191,548,High,Mixed,0,78.17
Mini Truck,Petrol,9,6.04,845,1978,1736,High,Mixed,0,216.81
Van,Petrol,3,10.07,913,1658,1350,Low,Mixed,1,117.55
Bus,Diesel,4,4.52,84,0,0,Medium,City,0,22.27
Truck,Diesel,9,5.72,500,8918,6358,Medium,Highway,0,114.46
Bus,Diesel,12,4.94,612,1,1,High,Mixed,0,196.92
Mini Truck,Petrol,6,8.35,277,1318,1058,Medium,Highway,1,46.96
Bus,Petrol,8,4.59,533,0,0,Low,City,0,143.89
Van,Diesel,9,12.86,211,933,153,Low,City,0,20.82
Van,Petrol,6,13.32,510,1486,1382,Medium,Highway,0,52.6
Mini Truck,Diesel,4,6.17,184,3349,2426,Low,Mixed,0,37.38
Van,Diesel,3,10.55,435,868,529,High,Mixed,0,58.33
Bus,Diesel,4,3.9,194,1,1,Low,City,0,69.98
Van,Petrol,3,13.35,630,1201,928,High,Highway,0,66.2
Mini Truck,Petrol,3,6.43,900,1828,1070,High,Mixed,1,206.66
Van,Diesel,3,11.86,59,1759,1228,High,Mixed,0,7.01
Truck,Petrol,11,3.39,938,11835,19,High,Mixed,1,403.01
Mini Truck,Petrol,1,8.79,980,2757,939,Medium,City,1,151.23
Truck,Petrol,3,3.76,310,6809,686,High,Mixed,1,116.38
Bus,Diesel,1,4.42,611,0,0,High,Highway,0,172.32
Mini Truck,Diesel,12,9.22,129,2674,1483,Low,City,1,18.19
Bus,Petrol,10,3.73,793,1,1,Low,City,1,315.32
Van,Petrol,9,12.33,334,1019,1012,High,City,1,44.97
Van,Diesel,12,10.38,122,1932,331,Low,Mixed,1,14.47
Bus,Diesel,3,3.78,843,0,0,Low,Highway,1,240.15
Mini Truck,Diesel,2,7.05,643,2518,327,Low,Mixed,1,105.98
Mini Truck,Petrol,12,9.85,675,1235,358,Medium,City,0,97.52
Van,Petrol,4,9.2,548,1727,1045,High,Highway,0,80.54
Truck,Petrol,4,4.97,302,5579,711,Medium,City,1,83.14
Mini Truck,Diesel,9,6.06,961,3882,281,Low,Mixed,1,195.47
Bus,Petrol,5,3.45,485,0,0,Medium,Mixed,0,172.63
Bus,Diesel,7,4.01,535,0,0,Medium,City,0,175.02
Bus,Petrol,12,3.89,808,1,1,Low,City,1,310.88
Mini Truck,Diesel,8,6.47,668,1276,783,Low,Mixed,0,132.08
Bus,Petrol,6,4.03,737,0,0,Medium,Highway,1,221.88
Truck,Petrol,11,5.25,587,8603,1245,Low,City,1,148.21
Bus,Diesel,10,3.54,530,0,0,High,Highway,0,197.75
Van,Petrol,4,10.38,653,1011,856,Medium,Highway,0,82.21
Truck,Diesel,11,5.87,26,11071,10056,High,Highway,1,4.83
Bus,Petrol,8,4.8,207,1,1,High,City,1,73.1
Van,Diesel,1,12.15,982,1366,979,High,Highway,1,113.08
Mini Truck,Diesel,8,9.91,491,3860,2122,Medium,Mixed,0,68.02
Truck,Diesel,7,4.74,647,8331,5924,Medium,Highway,1,183.08
Van,Petrol,8,14.75,208,1202,749,Medium,City,0,18.17
Mini Truck,Petrol,6,9.42,204,2145,1846,High,Highway,0,29.12
Truck,Petrol,4,4.67,169,9240,3212,High,Highway,1,49.73
Truck,Diesel,7,4.5,757,11470,8748,Medium,City,1,253.87
Bus,Diesel,7,3.2,81,0,0,Low,City,1,31.06
Truck,Petrol,12,4.0,593,8914,5903,High,City,1,246.74
Truck,Petrol,2,4.05,609,6259,4725,High,Mixed,0,216.93
Bus,Petrol,6,4.35,930,1,1,Low,City,1,307.78
Mini Truck,Diesel,3,8.56,666,2381,1727,High,Mixed,1,116.07
Truck,Diesel,3,4.03,688,8136,2595,Medium,Mixed,1,224.13
Mini Truck,Petrol,8,9.12,553,2487,2404,Medium,City,0,91.25
Van,Diesel,3,13.37,983,1855,515,High,Mixed,0,100.43
Van,Diesel,7,9.62,581,630,484,Low,Highway,1,75.53
Truck,Diesel,5,4.85,336,4381,3193,Low,Highway,1,86.5
Mini Truck,Diesel,3,8.11,55,1698,58,High,City,1,9.18
Mini Truck,Petrol,9,9.74,158,3246,1822,High,Mixed,0,25.19
Mini Truck,Petrol,9,8.56,950,3186,1268,Medium,City,0,155.31
Truck,Petrol,5,4.1,330,7256,1275,Low,Highway,0,87.69
Bus,Petrol,8,4.07,326,1,1,Low,City,1,118.67
Van,Diesel,9,11.24,467,1343,1148,Medium,Highway,0,52.87
Mini Truck,Petrol,4,7.05,265,2729,2561,High,Mixed,1,57.64
Bus,Petrol,7,3.38,206,0,0,Low,City,0,75.05
Mini Truck,Petrol,5,8.8,348,3015,769,Low,Highway,0,43.09
Truck,Diesel,2,3.85,764,5048,3591,Low,Highway,0,228.27
Van,Diesel,8,10.3,824,1360,638,Medium,City,1,116.43
Truck,Petrol,2,5.53,292,5393,459,Medium,Highway,1,62.69
Van,Diesel,5,13.9,806,525,124,High,Highway,1,78.82
Mini Truck,Diesel,12,9.98,772,1815,943,Low,Mixed,0,101.46
Mini Truck,Petrol,11,9.84,664,2323,649,High,Highway,0,93.45
Bus,Petrol,11,3.6,904,1,0,High,Highway,0,334.38
Van,Petrol,6,9.09,425,1065,245,Low,Highway,0,51.0
Mini Truck,Diesel,6,9.08,531,2018,322,Low,Mixed,1,70.69
Truck,Diesel,6,4.93,148,11787,1759,Medium,Highway,1,36.61
Bus,Petrol,12,3.39,761,1,1,Low,City,0,325.97
Mini Truck,Petrol,9,7.18,214,3855,2007,High,Highway,1,42.82
Bus,Petrol,5,4.74,90,0,0,High,Highway,1,25.41
Bus,Petrol,9,3.73,814,0,0,High,Mixed,1,316.74
Van,Diesel,10,14.14,348,1770,489,High,Highway,1,35.99
Van,Petrol,9,9.92,439,1079,660,High,City,0,69.09
Truck,Diesel,1,5.51,914,5126,1463,Low,Highway,0,177.5
Mini Truck,Diesel,2,6.13,417,3628,3425,High,City,1,109.03
Truck,Petrol,4,4.82,972,4161,107,Low,Mixed,1,234.43
Truck,Petrol,11,3.18,833,9814,6046,High,Highway,1,389.33
Truck,Diesel,5,3.23,119,6537,4255,Low,Mixed,0,43.7
Mini Truck,Diesel,4,8.1,660,2018,1167,Low,Mixed,1,103.39
Truck,Petrol,11,4.38,190,9997,1705,Low,Mixed,1,55.14
Bus,Diesel,9,5.0,944,1,1,Medium,Mixed,1,285.21
Bus,Petrol,11,3.86,596,1,0,High,Highway,1,213.47
Bus,Petrol,8,3.89,763,1,0,Low,City,0,240.99
Van,Petrol,1,10.8,896,954,219,Medium,Highway,1,100.66
Van,Diesel,1,11.76,291,819,141,Medium,Mixed,0,27.56
Van,Petrol,5,9.55,959,1318,1165,Low,Mixed,0,129.73
Bus,Petrol,3,3.98,629,0,0,High,City,0,222.18
Mini Truck,Diesel,1,9.69,920,2369,1425,Medium,City,0,128.13
Van,Diesel,11,13.66,332,1283,110,High,Highway,1,35.29
Van,Petrol,9,13.19,709,813,51,High,City,1,82.18
Truck,Diesel,7,3.87,155,9460,2425,Medium,Highway,1,50.21
Truck,Petrol,5,3.26,812,11221,7118,High,Highway,0,345.53
Mini Truck,Diesel,8,7.58,594,3340,803,High,Mixed,0,114.26
Van,Diesel,5,13.66,135,1162,183,High,City,1,15.03
Bus,Petrol,4,3.64,808,0,0,Medium,Highway,1,264.45
Mini Truck,Diesel,8,6.18,721,1956,408,Medium,Highway,0,141.5
Truck,Diesel,4,5.85,34,5419,2356,Medium,Mixed,0,6.53
Bus,Petrol,8,3.05,777,0,0,High,Highway,0,332.18
Bus,Petrol,10,4.46,731,0,0,High,Mixed,0,228.43
Mini Truck,Diesel,5,6.68,828,2163,822,High,Mixed,1,182.1
Truck,Petrol,11,5.84,696,4091,1591,Medium,Mixed,1,167.47
Truck,Diesel,5,5.6,409,9332,3787,High,Mixed,0,104.51
Bus,Petrol,10,4.06,223,0,0,High,City,0,81.14
Truck,Diesel,9,3.91,782,11027,6445,Low,Highway,1,250.29
Bus,Petrol,11,3.6,660,1,0,Medium,City,0,248.72
Bus,Diesel,3,3.68,109,1,0,High,City,0,41.14
Mini Truck,Diesel,10,6.61,479,2279,1348,High,Highway,0,102.2
Van,Diesel,3,10.85,556,1944,1840,Low,City,0,68.67
Van,Petrol,2,12.34,208,1973,242,Medium,Highway,0,19.7
Bus,Petrol,7,3.61,817,1,0,Low,Highway,0,243.07
Van,Diesel,10,12.7,647,1740,1161,Low,Mixed,0,65.13
Van,Diesel,6,9.48,534,1476,274,High,City,1,86.29
Van,Petrol,8,11.84,251,835,197,Low,City,0,28.6
Bus,Petrol,4,4.48,795,0,0,Low,Highway,0,185.05
Mini Truck,Petrol,12,7.3,457,2874,1010,Medium,Highway,1,85.72
Bus,Petrol,10,4.88,553,0,0,Low,City,1,146.39
Truck,Diesel,9,4.61,416,3643,2284,High,Mixed,0,134.12
Van,Petrol,8,11.39,492,1123,585,Low,City,1,57.21
Truck,Diesel,8,5.49,759,10400,1481,High,Highway,0,185.07
Van,Petrol,7,10.94,484,551,183,High,Mixed,0,64.04
Mini Truck,Diesel,5,7.3,835,3656,2914,Low,Mixed,0,145.6
Truck,Diesel,12,4.35,556,8946,1397,High,City,0,194.37
Mini Truck,Petrol,1,9.07,912,2372,2316,High,Highway,0,140.0
Van,Diesel,12,9.31,767,1130,633,Medium,City,0,124.11
Truck,Diesel,4,3.01,489,7146,100,Medium,City,0,210.14
Mini Truck,Diesel,4,8.36,439,2948,1858,Medium,Highway,0,65.95
Van,Petrol,10,12.77,209,925,50,Low,Highway,1,19.85
Truck,Diesel,1,5.0,962,7889,2712,Low,Highway,0,206.81
Mini Truck,Diesel,3,8.69,728,3503,2707,High,Mixed,0,123.34
Mini Truck,Petrol,1,6.37,397,2225,1322,Medium,Highway,1,78.01
Truck,Petrol,8,3.4,559,7496,2696,Medium,Mixed,0,218.37
Van,Diesel,2,12.43,109,1788,1083,Medium,Mixed,1,14.18
Mini Truck,Petrol,5,8.1,969,3552,1449,Low,Mixed,1,151.56
Mini Truck,Petrol,3,9.53,317,1953,1451,Low,Highway,0,40.62
Truck,Petrol,11,5.39,444,6396,5040,Medium,Highway,1,114.86
Bus,Diesel,1,4.28,829,1,1,Low,City,1,268.04
Bus,Diesel,2,4.37,761,1,1,High,Mixed,0,261.06
Van,Diesel,6,14.0,958,1877,981,Medium,Highway,0,85.88
Mini Truck,Diesel,11,7.84,493,3199,1372,Medium,Mixed,0,87.29
Bus,Petrol,9,4.07,611,0,0,High,City,1,224.65
Truck,Diesel,5,5.52,661,8556,6147,High,Highway,1,175.39
Van,Diesel,5,13.23,298,1144,64,Medium,Highway,1,27.07
Van,Petrol,8,13.98,557,1119,442,Medium,Highway,0,49.33
Bus,Diesel,4,4.83,838,1,0,Medium,Mixed,0,210.45
Van,Petrol,8,13.39,814,1572,635,Medium,Highway,0,74.17
Van,Diesel,12,9.22,138,1293,1069,Low,City,0,22.22
Truck,Petrol,8,5.67,804,4689,4264,High,Mixed,1,226.07
Truck,Petrol,11,5.68,217,8257,3285,Medium,City,1,55.06
Mini Truck,Diesel,5,6.6,35,2120,468,High,Mixed,0,5.82
Van,Petrol,9,10.91,843,789,721,Medium,Mixed,0,110.44
Van,Diesel,5,12.68,474,1193,1107,Low,Highway,0,47.5
Mini Truck,Diesel,2,7.53,421,1352,873,Low,Mixed,1,70.48
Bus,Petrol,6,4.63,964,0,0,Medium,Mixed,0,256.37
Truck,Petrol,2,4.37,257,10625,7709,Low,Highway,1,70.31
Bus,Petrol,3,4.4,484,1,1,Medium,Highway,0,143.77
Mini Truck,Diesel,6,7.91,806,1699,578,Medium,Mixed,0,129.35
Truck,Petrol,12,5.39,831,8339,1162,Medium,Mixed,1,211.94
Mini Truck,Petrol,4,8.48,513,3244,651,Medium,Highway,1,73.9
Van,Petrol,7,12.4,730,1200,1115,Low,Highway,0,73.67
Mini Truck,Diesel,10,8.38,119,2332,2273,Medium,Highway,1,22.46
Mini Truck,Diesel,10,6.43,859,3442,3159,Medium,City,1,210.45
Truck,Diesel,4,5.45,696,3003,600,Low,City,1,162.63
Mini Truck,Petrol,4,6.82,603,2296,1227,High,City,1,136.27
Bus,Diesel,10,3.02,892,1,0,Medium,Highway,1,372.29
Truck,Diesel,12,4.68,901,8885,1797,Medium,Highway,0,241.96
Mini Truck,Petrol,11,7.27,410,2567,1663,Medium,Mixed,0,79.34
Van,Petrol,3,10.13,880,1287,737,Medium,Highway,1,111.43
Van,Diesel,1,9.43,758,532,147,Medium,Mixed,1,103.91
Van,Diesel,3,12.85,935,1351,933,High,Mixed,1,109.28
Van,Petrol,9,11.54,383,1421,787,Low,Highway,1,40.46
Truck,Petrol,12,3.71,440,11220,4411,High,Mixed,1,182.08
Truck,Diesel,10,4.45,614,9038,1854,Medium,Mixed,0,181.67
Van,Petrol,8,12.1,110,1571,1249,Low,City,0,11.83
Bus,Diesel,6,4.07,500,0,0,Medium,Mixed,1,157.62
Bus,Petrol,6,4.92,191,1,1,Low,Mixed,1,53.31
Bus,Diesel,11,3.95,606,0,0,Low,Mixed,1,189.93
Truck,Petrol,8,3.25,891,11283,1259,Medium,City,0,371.94
Bus,Petrol,5,3.03,638,0,0,Low,Mixed,0,234.75
Mini Truck,Petrol,3,7.05,516,3870,967,Low,Mixed,0,85.84
Bus,Diesel,3,4.19,877,0,0,Medium,City,1,279.87
Van,Petrol,12,12.83,771,931,591,Medium,Highway,1,80.7
Truck,Diesel,3,4.39,507,10802,4937,High,Mixed,0,162.69
Mini Truck,Petrol,8,7.05,32,3172,1780,Medium,City,1,6.28
Bus,Diesel,2,4.84,645,1,1,High,City,1,214.2
Bus,Petrol,2,3.51,811,1,1,High,Mixed,0,345.65
Van,Petrol,11,13.14,580,868,320,Low,Mixed,0,54.12
Truck,Diesel,7,3.29,379,4702,3653,Low,Mixed,1,156.45
Bus,Diesel,1,3.05,78,0,0,High,Mixed,0,34.62
Truck,Diesel,2,5.57,692,5128,3079,High,Mixed,0,178.95
Truck,Diesel,5,3.88,964,4240,3714,Medium,City,1,375.45
Bus,Diesel,2,3.55,411,0,0,Medium,City,0,145.68
Bus,Petrol,3,3.88,644,1,0,Medium,Highway,1,195.23
Truck,Diesel,9,5.31,678,6578,5029,Low,City,1,182.87
Truck,Diesel,2,3.21,476,7105,6367,Low,City,0,195.95
Truck,Diesel,11,4.17,946,5483,2701,Medium,Mixed,0,313.62
Mini Truck,Petrol,7,7.62,851,3980,3198,Low,Mixed,0,144.3
Truck,Petrol,12,5.45,600,10898,1985,High,City,1,172.7
Bus,Petrol,1,4.26,394,0,0,High,City,0,128.49
Mini Truck,Petrol,11,6.81,413,3271,161,High,Highway,1,84.76
Mini Truck,Diesel,11,8.76,926,2992,347,High,City,0,158.22
Van,Diesel,4,9.15,520,1714,488,Medium,Highway,1,71.93
Mini Truck,Petrol,1,6.15,826,1229,691,High,Highway,1,184.21
Truck,Diesel,11,5.0,172,10509,8791,High,Mixed,0,54.42
Truck,Diesel,12,3.42,948,3312,1930,High,Highway,0,401.23
Van,Diesel,3,12.8,487,1129,199,High,Highway,0,48.39
Truck,Diesel,8,4.78,843,6613,516,Low,City,1,228.61
Mini Truck,Petrol,2,9.9,160,3359,2235,Medium,Highway,0,18.54
Van,Petrol,2,9.72,445,789,775,Low,Mixed,1,61.85
Van,Petrol,4,14.55,122,583,136,High,Mixed,1,11.79
Van,Diesel,8,9.48,968,514,183,Low,Mixed,1,129.47
Mini Truck,Petrol,12,6.51,297,1586,1310,High,City,1,78.3
Van,Diesel,10,13.15,754,1721,368,Medium,Mixed,0,74.75
Bus,Petrol,7,3.01,216,0,0,Low,Mixed,0,80.83
Bus,Diesel,8,4.54,303,0,0,Low,Highway,0,70.21
Van,Petrol,8,10.06,75,1872,88,High,City,1,11.97
Van,Petrol,5,11.01,126,1428,88,High,Highway,0,13.12
Van,Diesel,8,12.09,758,645,240,Medium,Mixed,1,88.44
Mini Truck,Diesel,12,8.71,817,2334,942,Low,City,0,123.44
Truck,Diesel,12,4.24,932,6276,3076,Low,Highway,1,278.61
Mini Truck,Diesel,7,6.58,202,3496,1863,Medium,City,0,43.72
Mini Truck,Diesel,11,7.43,363,2104,828,Low,Highway,0,57.57
Bus,Diesel,2,4.7,195,1,1,Medium,Highway,1,55.36
Van,Diesel,10,14.82,441,970,88,High,City,0,44.71
Mini Truck,Petrol,5,6.06,273,2753,1010,Medium,City,0,61.49
Van,Diesel,7,14.88,771,582,481,High,Highway,1,78.46
Mini Truck,Petrol,12,9.29,266,2853,2028,Low,Mixed,0,38.16
Mini Truck,Diesel,3,7.43,112,1979,1326,Low,City,1,20.54
Van,Petrol,10,13.48,494,549,465,Low,Mixed,1,50.23
Van,Petrol,11,11.79,901,1797,2,High,Highway,1,105.41
Bus,Diesel,5,3.85,826,1,0,High,Highway,1,283.57
Truck,Petrol,1,3.33,653,8989,7624,Low,City,1,265.16
Van,Diesel,9,13.26,362,919,141,Low,Mixed,0,31.08
Mini Truck,Diesel,12,9.04,939,2312,1444,Medium,Mixed,1,152.8
Bus,Diesel,2,3.75,533,1,1,High,Highway,1,209.14
Bus,Petrol,10,3.74,212,0,0,Medium,Highway,0,67.8
Mini Truck,Diesel,5,9.83,188,1315,223,Medium,Highway,0,22.6
Mini Truck,Diesel,4,8.08,320,3569,92,Medium,Mixed,0,48.92
Mini Truck,Petrol,7,7.78,318,3640,87,Low,Highway,0,43.26
Van,Petrol,7,12.47,825,1842,1323,Medium,City,1,98.26
Mini Truck,Petrol,10,6.53,828,2255,703,Medium,Highway,1,165.85
Bus,Petrol,1,3.3,999,1,1,Low,Mixed,0,383.29
Bus,Diesel,3,4.68,185,0,0,Low,Highway,0,41.21
Bus,Diesel,8,3.52,230,0,0,High,Mixed,0,88.13
Bus,Petrol,3,3.75,566,0,0,Medium,Highway,0,171.79
Mini Truck,Petrol,3,9.79,24,2311,639,High,Mixed,1,4.07
Bus,Petrol,5,4.94,838,0,0,High,Mixed,1,237.8
Bus,Diesel,12,3.96,162,0,0,High,Mixed,0,59.27
Bus,Diesel,7,4.24,476,0,0,Medium,Highway,1,138.96
Truck,Diesel,10,4.58,43,7553,1603,Low,Mixed,1,13.12
Truck,Petrol,4,4.47,950,11381,918,High,City,1,311.17
Van,Petrol,6,11.32,373,524,291,Medium,City,1,46.57
Truck,Diesel,12,5.66,315,9809,7249,Low,Mixed,1,76.22
Mini Truck,Diesel,10,8.39,330,1588,425,Medium,Mixed,1,54.24
Truck,Petrol,2,3.02,199,7478,3395,High,City,0,97.6
Van,Diesel,7,10.74,862,1504,86,Medium,Mixed,1,104.29
Mini Truck,Petrol,4,6.11,288,1010,157,Medium,Mixed,1,61.41
Truck,Petrol,7,3.54,142,7009,233,Medium,City,0,52.28
Bus,Petrol,10,3.87,730,1,1,Low,City,0,269.01
Bus,Diesel,10,3.12,919,1,1,High,Highway,1,454.87
Van,Diesel,5,11.17,69,1803,729,Medium,City,0,7.37
Van,Diesel,2,12.59,350,842,556,Medium,Mixed,1,36.43
Bus,Petrol,2,4.07,33,1,0,Low,Mixed,1,8.15
Bus,Petrol,7,3.68,124,0,0,Low,Highway,0,37.32
Van,Diesel,7,11.76,858,656,119,Low,Highway,1,82.96
Bus,Petrol,12,3.73,196,1,1,High,City,0,90.91
Truck,Diesel,3,5.57,334,5332,1856,Low,Highway,0,66.11
Truck,Petrol,12,5.29,39,4830,636,Medium,City,0,10.5
Van,Diesel,1,13.76,80,1551,1214,Medium,Highway,1,6.53
Truck,Diesel,5,5.0,962,4581,1014,High,Highway,0,252.85
Van,Petrol,1,9.54,380,1068,712,Low,Mixed,0,47.51
Truck,Diesel,10,5.29,752,11664,3555,Low,City,0,185.64
Truck,Diesel,4,5.76,734,10777,6004,High,Highway,1,182.78
Truck,Diesel,6,5.94,546,9948,3510,Low,City,0,116.94
Bus,Diesel,8,3.22,527,0,0,Medium,Mixed,1,215.78
Truck,Diesel,6,4.48,487,9304,4646,High,Mixed,1,162.2
Mini Truck,Diesel,9,7.63,897,2752,773,Low,City,1,157.56
Van,Diesel,11,11.95,468,715,405,High,Mixed,0,61.34
Truck,Diesel,7,4.2,86,4666,1382,Medium,Highway,1,25.32
Van,Petrol,2,10.4,305,1369,1022,High,Mixed,1,46.29
Mini Truck,Petrol,8,8.67,543,2656,1984,Medium,Highway,1,86.3
Truck,Diesel,5,4.47,985,6781,5147,Low,Highway,0,260.81
Truck,Diesel,8,5.03,639,5934,3134,High,City,0,197.04
Bus,Diesel,2,4.32,226,1,1,Medium,Mixed,1,75.98
Mini Truck,Petrol,9,7.37,38,3214,2238,Low,City,0,7.79
Mini Truck,Petrol,6,9.41,56,2812,1882,Low,Highway,1,5.44
Van,Petrol,7,9.81,519,1965,796,Low,Mixed,1,66.47
Mini Truck,Petrol,9,9.42,420,3075,228,Medium,City,1,62.27
Bus,Petrol,6,3.12,151,0,0,Medium,City,0,63.31
Bus,Petrol,2,3.86,379,1,1,Low,Mixed,0,126.42
Van,Diesel,11,10.87,909,673,67,Medium,Highway,1,107.08
Van,Diesel,9,10.96,904,1443,1347,Medium,Mixed,1,121.13
Bus,Diesel,12,3.94,344,0,0,Medium,Mixed,1,118.32
Bus,Diesel,8,3.2,364,0,0,Medium,Mixed,1,149.75
